subitem,subject,item,transciption
211-3,211,3,the hammer for the ri-rigid pay(sic)…X
211-13,211,13,the bicycle by the wurp(sic) basket was broken
211-24,211,24,the camera with the specered(sic) manuals old
211-20,211,20,the hydrant near the bent house(sic) was always running
211-6,211,6,the dam for the monkey(sic) river was overflowing
211-15,211,15,the church near the giant driveway was white
211-10,211,10,the vase near the vibrant col-colors had flowers
211-8,211,8,the fortress wi…X
211-5,211,5,the tent with the sturdy poles didn't fall
211-7,211,7,the necklace with the colorful…X
211-1,211,1,the envelope for the photo album was white
211-23,211,23,the canoe with the weathered flags was old
212-13,212,13,the bicycle was warped by the bees
212-14,212,14,the caddy near the christmas tree fell over
212-4,212,4,the coach for the disruptive teenager was big
212-12,212,12,the bodyguard of the nervous actress was very big
212-20,212,20,the hydrant near the bent houses(sic)…X
212-21,212,21,the guitar near the faulty steps was broken
212-11,212,11,the banana for the popular sundae was really delicious
212-6,212,6,the dam for the musty factory was brown
212-1,212,1,the envelope for the photo albums was yellow
212-19,212,19,the resort near the elongated pools was in miami
212-7,212,7,the necklace with the colorful diamonds belonged to the queen
212-10,212,10,the vase with the vibrant flowers was very nice
212-5,212,5,the tent with the sturdy cushion was very comfy
212-9,212,9,the butler for the selfish…X
212-22,212,22,the trainer near the confident boxer was sure he was going to win
212-18,212,18,the table by the antique lamp was made of wood
212-15,212,15,the church near the giant driveway was very old
212-17,212,17,the waitress by the impatient shop wasn't nice
212-23,212,23,the canoe near the weathered oar was broken
212-2,212,2,the cake with the candy figurines was for my birthday
212-8,212,8,the fortress with the ancient walls was very old
212-16,212,16,the eraser near the novelty pen was …X
212-24,212,24,the camera by the special lens was a new camera
212-3,212,3,the hammer for the nail was…X
213-12,213,12,the bodyguard for the nervous actresses was busy all night
213-4,213,4,the coach for the disruptive teenagers quit immediately
213-16,213,16,the eraser near the novelty pens was sold out
213-10,213,10,the vase with the vibrant flowers fell over and shattered
213-21,213,21,the guitar near the faulty pedal did not sound very good
213-19,213,19,the resort near the elaborate garden was very expensive
213-17,213,17,the waitress by the impatient seniors did not receive a good tip
213-1,213,1,the envelope by the form-formal letter was embossed in gold
213-8,213,8,the fortress with the ancient farm was a popular tourist attractions
213-5,213,5,the tent with the sturdy cushions was not very comfortable
213-22,213,22,the trainer near the confident boxers felt proud of what he had accomplished
213-9,213,9,the butler for the spoiled kid took solace in his large pay check
213-23,213,23,the canoe near the weathered oars was beat up by the tide
213-15,213,15,the church with the giant cross was very religious indeed
213-2,213,2,the cake by the colored candle was delicious
213-24,213,24,the camera by the special lenses was more expensive than other models
213-18,213,18,the table by the antique lamps was not as expensive as the lamps on it
213-14,213,14,the caddy for the charismatic golfer was not as popular as his employer
213-6,213,6,the dam for the musty factories s-was going to break soon
213-11,213,11,the banana for the popular sundaes was actually rotten
213-7,213,7,the necklace with the colorful feather was …very prominent in the room
213-20,213,20,the hydrant near the bright reflector reflected the light
213-13,213,13,the bicycle with the warped tire was not safe to ride in the city
213-3,213,3,the hammer by the rusty nail was beginning to rust as well
214-19,214,19,the resort near the elaborate gardens was expensive
214-2,214,2,the cake by the colored candles was white
214-11,214,11,the banana for the popular sandwich was rotten
214-15,214,15,the church with the giant crosses got a large audience
214-18,214,18,the table for the antique chair didn't match
214-8,214,8,the fortress with the ancient farms is now in ruins
214-3,214,3,the hammer by the rusty nails had never been used
214-9,214,9,the butler for the spoiled kids was sick of his job
214-14,214,14,the caddy for the charismic(sic) golfers…was a dwarf 
214-13,214,13,the bicycle with the warped tires didn't go very fast
214-12,214,12,the bodyguard for the nervous jeweler never saw a days work in his life
214-16,214,16,the eraser for the novelty pencil didn't erase
214-23,214,23,the canoe near the weathered…fa-weathered dock was full of holes
214-10,214,10,the vase with the vibrant cover sat on the table 
214-7,214,7,the necklace with the colorful feathers was worn in a ceremony
214-4,214,4,the coach near the disciplined athlete yelled a lot
214-1,214,1,the envelope by the formal letters is pretty
214-21,214,21,the guitar near the faulty pedals was the best guitar ever
214-22,214,22,the trainer near the confident actor smiled
214-24,214,24,the camera by the special manual did not belong to the manual
214-5,214,5,the tent near the sturdy pole ripped to shreds
214-20,214,20,the hydrant near the bright reflectors sprung a leak
214-17,214,17,the waitress for the impatient diner met all of his needs wonderfully
214-6,214,6,the dam by the murky river was built by a beaver
215-9,215,9,the butler near the selfish millionaire with wine
215-21,215,21,the guitar with the faulty string went to the shop
215-22,215,22,the trainer near the confident actors blew a baloon
215-16,215,16,the eraser for the novelty pencils weren't working
215-14,215,14,the caddy for the charismict(sic)…x
215-17,215,17,the waitress for the impatient diners didn't get a big tip
215-8,215,8,the fortress near the ancient wall was crumbiling
215-23,215,23,the canoe near the weathered flags had a little water in in
215-13,215,13,the bicycle with the warped basket was getting fixed
215-20,215,20,the hydrant with the bent hose needed fixing
215-10,215,10,the vase with the vibrant covers had flowers
215-24,215,24,the camera by the special manuals is on sale
215-19,215,19,the resort with the elongated pool had lots of swimmers
215-15,215,15,the church with the giant driveway had a lot of cars
215-6,215,6,the dam by the murky rivers burst open
215-7,215,7,the necklace near the colorful diamond was broken
215-12,215,12,the bodyguard for the nervous jewelers was huge
215-1,215,1,the envelope by the photo album wasn't even open
215-4,215,4,the coach near the disciplined athletes was disappointed too
215-5,215,5,the tent near the sturdy poles was filled with cob webs
215-2,215,2,the cake by the candy figurine had fingerprints in it
215-11,215,11,the banana for the popular sandwiches was rotten
215-3,215,3,the hammer by the rigid peg was laying there
215-18,215,18,the table for the antique chairs was also antique
216-19,216,19,the resort with the elongated pools was nice
216-22,216,22,the trainer from the confident boxer was good
216-23,216,23,the canoe with the weathered oar was broken
216-2,216,2,the cake by the candy figurines was chocolate
216-21,216,21,the guitar with the faulty strings was false
216-18,216,18,the table for the antique lamp was vintage
216-7,216,7,the necklace near the colorful diamonds was distracting
216-14,216,14,the caddy for the charismatic celebrities was funny
216-4,216,4,the coach near the disruptive teenager gave him a lesson
216-10,216,10,the vase near the vibrant flower was beautiful
216-1,216,1,the envelope by the photo albums was mysterious
216-13,216,13,the bicycle with the warped baskets was weird
216-6,216,6,the dam by the musty factory overflowed
216-12,216,12,the bodyguard near the nervous…x
216-3,216,3,the hammer by the rigid pegs was broken
216-9,216,9,the butler near the selfish millionaires was sad
216-17,216,17,the waitress for the impatient senior gave up
216-15,216,15,the church with the giant driveways is beautiful
216-8,216,8,the fortress near the ancient walls was falling apart
216-24,216,24,the camera with the special lens took great pictures
216-5,216,5,the tent near the sturdy cushion was white
216-11,216,11,the banana near the popular sundae looked good
216-16,216,16,the eraser for the novelty pen didn't work
216-20,216,20,the hydrant with the bent hose-houses didn't work
217-11,217,11,the banana near the popular sundaes was eaten
217-1,217,1,the e-envelope for the formal letter was on the desk
217-9,217,9,the butler near the spoiled kid was not happy
217-18,217,18,the table for the antique lamps was not as shakey
217-3,217,3,the hammer for the rusty nail couldn't do it's job
217-15,217,15,the church near the giant cross burned down
217-20,217,20,the hydrant with the bright reflector was near the street
217-6,217,6,the dam by the misty factories was broken
217-12,217,12,the bodyguard near the nervous actress was protecting her
217-16,217,16,the eraser for the novelty pens didn't work
217-19,217,19,the resort with the elaborate garden was pretty
217-23,217,23,the canoe with the weathered oars didn't work very well
217-13,217,13,the bicycle by the warped tire couldn't ride
217-4,217,4,the coach near the disruptive teenagers wasn't happy
217-10,217,10,the vase near the vibrant flowers held them well
217-14,217,14,the caddy with the charismic(sic)…x
217-8,217,8,the fortress near the ancient farm was large
